name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
Tiki Tiki Babeloo,73773,False,46,The Minions,Despicable Me 3 (Original Motion Picture Soundtrack),0.742,0.632,5,-6.625,0.102,0.93,0.831,0.128,0.832,128.021,4.0,disney
"Some Things Never Change - From ""Frozen 2""/Soundtrack Version",209964,False,57,Kristen Bell;Idina Menzel;Josh Gad;Jonathan Groff;Cast of Frozen 2,Disney Summer Songs,0.567,0.543,5,-4.485,0.0313,0.613,0.0,0.106,0.299,89.937,4.0,disney
The Bells of Notre Dame,382666,False,19,David Ogden Stiers;Tony Jay;Paul Kandel;Chorus - The Hunchback Of Notre Dame,Walt Disney Records The Legacy Collection: The Hunchback of Notre Dame,0.362,0.222,2,-18.202,0.0622,0.842,6.91e-06,0.643,0.266,72.805,4.0,disney
"You've Got a Friend in Me - From ""Toy Story"" / Duet",162213,False,49,Randy Newman;Lyle Lovett,Toy Story,0.66,0.358,8,-11.655,0.0318,0.673,2.89e-05,0.137,0.313,106.996,4.0,disney
"One, Two, Three, Four, Five - Once I Caught a Fish Alive",80120,False,41,Zouzounia;Anna Rose & Amanda,Nursery Rhymes,0.892,0.846,4,-5.128,0.0328,0.202,1.35e-06,0.199,0.966,100.022,4.0,disney
"Ghosts, Witches, Ghouls and Bones",130251,False,22,CoComelon,Halloween Party,0.658,0.334,7,-11.721,0.0849,0.556,1.25e-05,0.121,0.928,115.124,3.0,disney
Die Risse erscheinen,82746,False,24,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),0.198,0.483,1,-14.552,0.0506,0.831,0.927,0.0979,0.234,76.592,3.0,disney
Die letzte Vision,130640,False,19,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),0.191,0.251,2,-14.046,0.0369,0.877,0.897,0.128,0.0375,108.149,1.0,disney
The Final Game / Take Me Out to the Ball Game,278600,False,20,Randy Newman,The Natural,0.18,0.0938,5,-20.759,0.0354,0.93,0.89,0.122,0.0342,111.236,5.0,disney
Des fissures apparaissent,82746,False,25,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),0.198,0.483,1,-14.552,0.0506,0.831,0.927,0.0979,0.234,76.592,3.0,disney
"Good News - From ""James and the Giant Peach"" / Soundtrack Version",260053,False,18,Randy Newman,James And The Giant Peach,0.746,0.83,0,-8.609,0.0426,0.247,3.18e-05,0.0762,0.661,120.18,4.0,disney
Arabian yöt,83760,False,22,Antti Paakkonen,Aladdin (Alkuperäinen Suomalainen Soundtrack),0.386,0.324,9,-11.742,0.0425,0.778,2.74e-06,0.117,0.304,128.493,4.0,disney
Sweet Annie,210000,False,33,Twinkle Twinkle Little Rock Star,Country Lullaby Hits of 2014,0.684,0.0861,6,-19.803,0.0389,0.92,0.00764,0.109,0.315,108.013,4.0,disney
Let It Go - Instrumental Karaoke,226200,False,40,Kristen Anderson-Lopez;Robert Lopez,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),0.605,0.389,5,-11.815,0.0292,0.662,0.934,0.142,0.11,136.994,4.0,disney
Three Black Cats,124333,False,14,CoComelon,Halloween Party,0.883,0.395,0,-11.0,0.0404,0.486,1.76e-05,0.0979,0.884,135.045,3.0,disney
Come on Let's Jump,39026,False,31,The Wiggles,Yummy Yummy,0.583,0.568,9,-4.728,0.0548,0.261,0.00143,0.315,0.501,131.658,4.0,disney
Barbari (Part II),136306,False,22,Franco Chillemi;Remo Girone;Manuela Villa,Pocahontas (Colonna Sonora Originale),0.282,0.438,2,-11.036,0.0503,0.863,0.225,0.0934,0.197,143.26,4.0,disney
Son of Man (From 'Tarzan'),145002,False,10,The Harp and the Piano,Disney Treats 2,0.685,0.161,2,-20.81,0.0508,0.877,0.904,0.0953,0.118,120.068,4.0,disney
Jagd nach der Vergangenheit,146400,False,20,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),0.286,0.473,6,-10.579,0.0871,0.341,0.828,0.198,0.0615,110.278,3.0,disney
"The City - From ""A Bug's Life""/Score",155000,False,22,Randy Newman,A Bug's Life,0.261,0.151,0,-16.686,0.0379,0.78,0.883,0.122,0.252,82.135,4.0,disney
Trip a Little Light Fantastic - Japanese Version,422746,False,12,Yuji Kishi;Ayaka Hirahara;Shinichiro Hara;Sera Uehara;Shuma Suzuki;Kenshiro Kato;Leeries,Mary Poppins Returns (Original Motion Picture Soundtrack/Japanese Version),0.539,0.579,7,-9.702,0.14,0.686,0.0,0.303,0.525,117.42,4.0,disney
Poor Unfortunate Souls,291693,False,64,Pat Carroll;Disney,The Little Mermaid Special Edition,0.384,0.18,0,-17.279,0.101,0.77,0.0,0.367,0.368,73.603,4.0,disney
Atlantic City - Soundtrack Version,134440,False,24,Randy Newman,Ragtime,0.654,0.23,2,-14.256,0.0317,0.556,0.0311,0.168,0.614,75.415,4.0,disney
Todo el Mundo a Natación,49986,False,23,Doctora Juguetes;Felpita;Lambie;Chica Surfer,Doctora Juguetes: Ya Llegó la Doctora,0.605,0.802,2,-3.276,0.0401,0.176,0.0,0.159,0.914,152.187,4.0,disney
Find Your Inner Ghoul,83937,False,32,Rob Cantor,Disney Junior Music: Lullabies Vol. 2,0.79,0.397,2,-12.51,0.0446,0.451,0.778,0.0638,0.637,105.936,4.0,disney
It's Money That Matters,247800,False,26,Randy Newman,Land of Dreams,0.725,0.576,2,-13.247,0.0298,0.0485,0.00406,0.066,0.757,124.648,4.0,disney
Ray/Mama Odie,241146,False,20,Randy Newman,Küss Den Frosch,0.304,0.0742,0,-20.915,0.0375,0.949,0.0345,0.123,0.195,101.99,4.0,disney
Salve Principessa Aurora,116760,False,22,Cast of Sleeping Beauty,La Bella Addormentata nel Bosco (Colonna Sonora Originale),0.573,0.39,4,-13.682,0.0799,0.962,0.357,0.0947,0.288,114.831,3.0,disney
Every Time It Rains,212000,False,19,Randy Newman,Bad Love,0.485,0.244,10,-11.248,0.0266,0.552,0.00309,0.086,0.147,89.003,4.0,disney
You'll Be In My Heart,98080,False,29,Marsa Sakamoto;Toshiko Fujita,My First Disney Original Soundtrack Best Japanese Version,0.266,0.144,9,-17.406,0.0369,0.851,0.0,0.114,0.227,90.513,4.0,disney
Five Little Monkeys - Jumping On the Bed,99909,False,44,Zouzounia,The Wheels on the Bus & More Nursery Rhymes,0.934,0.537,5,-7.178,0.0429,0.524,0.0123,0.0835,0.947,132.056,4.0,disney
Na drogach i bezdrożach,120346,False,14,Ewa Konstancja Bułhak,Bambukalambu,0.528,0.376,7,-10.669,0.066,0.852,9.57e-06,0.219,0.618,81.321,4.0,disney
Bang! Goes Old Betsy,122840,False,23,George Bruns,Country Bear Jamboree,0.615,0.436,0,-10.303,0.0382,0.504,0.402,0.0864,0.964,169.505,4.0,disney
"Ulepimy dziś bałwana? - z filmu ""Kraina lodu""",206733,False,22,Magdalena Wasylik;Malwina Jachowicz;Julia Siechowicz,Disney Najwieksze Przeboje (4 Vol.),0.316,0.118,3,-15.651,0.0617,0.905,0.000162,0.284,0.153,46.329,4.0,disney
"Baby Mine (from ""Dumbo"")",206408,False,22,The Sleep Diaries,Lullaby Versions of Disney Classics,0.412,0.0123,0,-25.633,0.0468,0.988,0.939,0.123,0.107,67.189,4.0,disney
Te Amo Baby,210000,False,36,Danieze Santiago,Te Amo Baby,0.703,0.667,5,-4.577,0.0269,0.724,0.0,0.151,0.382,115.007,4.0,forro
Seu Olhar Não Mente,214226,False,49,Flávio José,Seu Olhar Não Mente,0.521,0.78,0,-7.173,0.0383,0.00511,0.0,0.187,0.86,165.735,4.0,forro
Sonhos e Planos - Ao Vivo,209606,False,48,Desejo De Menina,"Ao Vivo em Petrolina, Vol. 1",0.554,0.809,5,-3.767,0.0378,0.524,0.0,0.25,0.588,87.994,4.0,forro
Andorinha Machucada / Tudo de Novo / Pense em Mim (Ao Vivo),225360,False,46,Léo Magalhães,Ao Vivo em Goiânia,0.415,0.501,11,-7.232,0.0361,0.83,0.0,0.242,0.306,114.579,4.0,forro
E Tome Amor,272493,False,45,Limão Com Mel,E Tome Amor,0.606,0.866,7,-2.762,0.0476,0.328,0.0,0.153,0.641,92.004,4.0,forro
Sem Querer,192468,False,32,Japãozin,Arraiá pra Paredão,0.722,0.829,9,-4.203,0.0472,0.125,0.0,0.0304,0.93,163.985,4.0,forro
A Nossa Primeira Vez,171467,False,41,Forró dos Plays,Verão dos Plays,0.662,0.923,10,-2.661,0.0443,0.385,0.0,0.336,0.964,169.844,4.0,forro
Convite - Ao Vivo,189427,False,14,Israel Novaes;MC Teteu,Convite (Ao Vivo),0.761,0.874,9,-3.525,0.0372,0.197,0.0,0.383,0.934,123.956,4.0,forro
Vem Me Dengar,214986,False,44,Rasta Chinela,Rasta Chinela as 20+,0.705,0.963,9,-3.634,0.0348,0.119,0.0,0.289,0.949,95.988,4.0,forro
Yes and Amen,426715,False,0,Housefires,Housefires III,0.494,0.522,2,-6.723,0.0291,0.319,0.0,0.67,0.188,72.009,4.0,forro
O Choro é Livre,219742,False,40,Priscila Senna,O Choro é Livre,0.564,0.622,5,-5.039,0.0281,0.664,0.0,0.0967,0.452,141.925,4.0,forro
Flauta India Relajante,604806,False,20,Mc_team,Música Relajante Para Calmar La Mente,0.132,0.0542,7,-20.167,0.0364,0.969,0.928,0.0988,0.0518,97.971,4.0,forro
Batom de Ouro (Versão Grave),140933,False,22,Os Barões Da Pisadinha,Paredão Explode,0.715,0.607,6,-7.759,0.0626,0.0232,0.0,0.168,0.409,171.993,4.0,forro
Mesa de Bar,177200,False,48,Conde do Forró,Maltratando os Corações,0.676,0.575,9,-10.542,0.038,0.701,0.0,0.133,0.591,135.003,4.0,forro
Você Vai Se Amarrar,173479,False,41,Alemão Do Forró,"Alemão do Forró, Vol. 06: O Rei do Forró Capixaba",0.808,0.826,0,-4.892,0.0501,0.167,1.73e-06,0.0794,0.791,96.985,4.0,forro
CDs e Livros,203807,False,0,Asas Livres,Estourado!,0.774,0.528,0,-4.404,0.032,0.614,0.0,0.416,0.847,131.854,4.0,forro
Eu Tô Carente,172695,False,46,Raquel dos Teclados,VOL 1,0.84,0.893,1,-2.89,0.0399,0.159,0.0,0.319,0.844,136.011,4.0,forro
Nessas Horas,150831,False,37,Silvanno Salles,Nessas Horas,0.742,0.514,6,-10.919,0.0504,0.411,0.0,0.385,0.79,133.145,4.0,forro
Eu Vou Tirar Você do Cabaré,120000,False,5,Israell Muniz;Wesley Safadão,Eu Vou Tirar Você do Cabaré,0.743,0.764,5,-9.575,0.0575,0.292,0.0,0.0919,0.916,157.95,4.0,forro
Senta Aqui,160237,False,41,Dodô Pressão,Diferente dos Iguais,0.874,0.818,4,-2.749,0.0434,0.438,0.013,0.209,0.867,130.002,4.0,forro
Nosso Amor É Maior,206342,False,42,Moleca 100 Vergonha,Sempre Haverá Amor - Vol 08 - A Caceteira do Forro,0.549,0.768,4,-6.056,0.0652,0.368,0.0,0.266,0.82,164.043,4.0,forro
Ainda Sou o Teu Amor,204791,False,4,Priscila Senna;NATTAN,Ainda Sou o Teu Amor,0.672,0.806,9,-2.986,0.0323,0.265,0.0,0.135,0.798,144.005,4.0,forro
"Quer Amor, Toma - Ao Vivo",162925,False,27,Humberto & Ronaldo,"Ao Vivo em Goiânia, Vol. 03",0.624,0.879,2,-4.98,0.1,0.382,0.0,0.347,0.761,132.007,4.0,forro
Ele ou Eu - Ao Vivo,154778,False,23,Humberto & Ronaldo,"Ao Vivo em Goiânia, Completo",0.615,0.59,0,-6.82,0.0267,0.773,1.71e-06,0.375,0.477,109.857,4.0,forro
Senvergoin,237468,False,35,Iguinho e Lulinha,Simbora pra Vaquejada,0.678,0.875,9,-3.633,0.0389,0.304,0.0,0.177,0.865,133.017,4.0,forro
Lord Send Revival - Acoustic,293160,False,43,Hillsong Young & Free,All Of My Best Friends (Acoustic),0.248,0.294,11,-8.327,0.0295,0.764,0.0,0.108,0.126,149.464,3.0,forro
A Vontade Que Eu Tenho,276819,False,44,Cavaleiros do Forró,Cavaleiros do Forró Meio a Meio,0.345,0.903,9,-4.185,0.0465,0.409,0.0,0.141,0.524,84.688,4.0,forro
Mil Vidas,189398,False,47,Léo Magalhães,Oi,0.744,0.708,1,-5.13,0.033,0.69,0.0,0.115,0.823,137.904,4.0,forro
A Rosa E O Beija Flor,198893,False,44,Yury Pressão,De Geração Pra Geração,0.718,0.719,5,-4.208,0.0339,0.421,0.0,0.107,0.902,152.02,4.0,forro
Para Sempre em Meu Viver,106761,False,41,Desejo De Menina,O Baú da Desejo 2,0.455,0.794,2,-6.638,0.0464,0.181,0.000185,0.702,0.0874,184.288,4.0,forro
Goodness of God (Live),296400,False,42,Bethel Music;Jenn Johnson,Goodness of God (Live),0.466,0.67,8,-4.701,0.0297,0.155,0.0,0.145,0.395,126.142,4.0,forro
Negue,125800,False,0,Zezo,"Em Ritmo de Seresta, Vol. 2",0.829,0.628,11,-4.154,0.0257,0.0386,0.000133,0.465,0.873,113.952,4.0,forro
Quem É Seu Favorito,127738,False,42,Os Barões Da Pisadinha,Agora Eu Pego Mesmo,0.79,0.798,6,-6.202,0.0438,0.505,0.0,0.0814,0.967,171.995,4.0,forro
Tá Faltando Eu,146632,False,38,Luan Estilizado;Jerry Smith,Tá Faltando Eu,0.602,0.913,5,-2.721,0.0394,0.183,1.14e-06,0.195,0.963,165.071,4.0,forro
Casa mais feliz da rua - Ao vivo,165750,False,42,João Gustavo e Murilo,Viciando (Ao vivo),0.565,0.719,4,-8.41,0.0509,0.25,0.0,0.158,0.624,160.004,4.0,forro
Nunca Vai Ser Eu,161053,False,37,Raí Saia Rodada,Nunca Vai Ser Eu,0.795,0.863,5,-2.211,0.0487,0.425,0.0,0.0894,0.928,154.049,4.0,forro
Difícil de Separar,185887,False,37,Guilherme Dantas;Manim Vaqueiro,Difícil de Separar,0.519,0.889,2,-3.866,0.0323,0.175,6.62e-06,0.228,0.758,152.037,4.0,forro
Hoje Sonhei Com Você - Ao Vivo,227293,False,47,Humberto & Ronaldo,Hoje Eu Sonhei Com Você (Ao Vivo),0.701,0.82,0,-4.499,0.0246,0.333,0.0,0.25,0.664,107.958,4.0,forro
Mar de Doçura,202501,False,48,Cavaleiros do Forró,Cavaleiros do Forró Meio a Meio,0.438,0.909,6,-3.69,0.0534,0.644,0.0,0.375,0.562,170.146,4.0,forro
Amor Transparente / O Que Tem Que Ser Será - Ao Vivo,327584,False,47,Raí Saia Rodada,Raí Saia Rodada - Saia Paradise - Áudio DVD,0.426,0.898,9,-5.517,0.0459,0.543,0.00051,0.318,0.762,168.001,4.0,forro
Cama Baguncada (feat. Japinha Conde & Conde do Forró),167375,False,40,Unha Pintada;Japinha Conde;Conde do Forró,Ao Vivo em Sao Paulo,0.707,0.706,11,-3.507,0.0964,0.536,0.0,0.129,0.566,134.973,4.0,forro
A Praia - Ao Vivo,255664,False,54,Mastruz Com Leite,Ao Vivo em Fortaleza-CE,0.567,0.807,11,-5.261,0.0485,0.0703,4.94e-05,0.661,0.656,107.965,4.0,forro
Diga - Ao Vivo,297240,False,40,Dorgival Dantas;Xand,Simplesmente Dorgival Dantas (Ao Vivo),0.386,0.756,9,-4.861,0.095,0.679,0.0,0.529,0.585,172.804,4.0,forro
Gênio da Latinha,138006,False,29,Pablo,Gênio da Latinha,0.69,0.63,11,-5.429,0.0502,0.327,0.0,0.129,0.745,127.854,4.0,forro
Vire e Mexe,169404,False,49,Bonde do Forró,"É Amor Demais, Vol. 3",0.654,0.894,1,-4.248,0.0811,0.518,0.0,0.216,0.88,181.929,4.0,forro
Primeiro de Abril (Ao Vivo),209880,False,34,Léo Magalhães,Ao Vivo em Goiânia,0.528,0.678,11,-4.462,0.0294,0.605,0.0,0.462,0.424,141.935,4.0,forro
Quando a Saudade Bater - Ao Vivo,152351,False,31,Os Barões Da Pisadinha,Da Roça Pra Cidade (Ao Vivo),0.638,0.903,9,-2.785,0.0556,0.364,0.0,0.0476,0.963,167.974,4.0,forro
É Que Eu Não Te Esqueci,160595,False,43,Danieze Santiago,4 Estações,0.821,0.45,1,-10.843,0.0445,0.779,0.0,0.345,0.797,131.996,4.0,forro
Que Sorte a Nossa,252055,False,37,Silvanno Salles,O Cantor Apaixonado Volume 20,0.657,0.77,7,-3.581,0.0331,0.797,0.0,0.483,0.686,138.956,4.0,forro
Liga pra Mim (Ao Vivo),200773,False,51,Calcinha Preta,"Eu Amo Demais, Vol. 21 (Ao Vivo)",0.513,0.779,4,-6.644,0.0362,0.163,1.21e-05,0.698,0.618,163.98,4.0,forro
Só Amizade,215000,False,31,Vitor Fernandes,Diferente de Tudo,0.444,0.839,7,-4.082,0.0539,0.522,8.56e-05,0.752,0.391,148.007,4.0,forro
Até Você Voltar Pra Mim,184736,False,43,Zé Vaqueiro,Do Melhor Jeito,0.734,0.929,8,-2.348,0.0433,0.534,0.0141,0.0881,0.969,154.046,4.0,forro
Não Acaba Não,152256,False,11,Manim Vaqueiro;NATTAN,Não Acaba Não,0.711,0.873,0,-2.896,0.0458,0.419,0.0,0.347,0.886,156.073,4.0,forro
Paredão,146143,False,25,John Amplificado;Maiara & Maraisa,Ao Vivo Em Goiânia,0.886,0.788,6,-2.678,0.0436,0.264,0.0,0.0221,0.868,130.047,4.0,forro
Rei das Mentiras - Ao Vivo,183192,False,2,Priscila Senna,"Priscila Senna 10 Anos: Ao Vivo em Recife, PE",0.704,0.859,0,-4.775,0.0337,0.471,1.45e-05,0.526,0.599,127.991,4.0,forro
Volte Amor,264947,False,59,Tayrone Cigano,20 Super Sucessos: Tayrone Cigano,0.725,0.788,11,-5.558,0.0278,0.576,0.0,0.0645,0.858,135.012,4.0,forro
Tareco & Mariola - Live,212120,False,52,Flávio José,Turnê 2013 Ao Vivo,0.594,0.844,9,-4.904,0.0538,0.589,0.0,0.472,0.951,87.844,4.0,forro
Cornerstone - Studio Version,208120,False,43,Hillsong Worship,Cornerstone (Deluxe Edition/Live),0.388,0.794,0,-6.262,0.044,0.12,0.0,0.0957,0.328,150.032,4.0,forro
Brincar de Amar - Ao Vivo,207946,False,44,Cavalo De Pau,"Forró Cavalo de Pau, Vol. I (Ao Vivo)",0.627,0.946,6,-5.006,0.0409,0.00825,0.0013,0.319,0.657,101.055,4.0,forro
Remédio pra Desprezo,199601,False,43,Zé Vaqueiro Estilizado,Psicanálise,0.706,0.594,1,-7.678,0.0344,0.729,7.9e-06,0.178,0.9,149.98,4.0,forro
Sinto Falta de Você,80176,False,46,Desejo De Menina,O Baú da Desejo 2,0.585,0.863,5,-5.347,0.098,0.0582,0.0,0.816,0.617,83.982,4.0,forro
Ana Maria,203373,False,50,"Santanna ""O Cantador""",Xote Pé de Serra,0.583,0.657,11,-2.834,0.0479,0.751,0.0,0.101,0.929,167.844,4.0,forro
O Que Mata É a Solidão - Ao Vivo,215093,False,0,Zezo,"Seresta, Vol. 14 (Ao Vivo)",0.867,0.638,0,-3.542,0.0462,0.429,0.0,0.0528,0.817,105.005,4.0,forro
Mágica,258013,False,45,Calcinha Preta,As 20 +,0.398,0.801,4,-3.754,0.0541,0.33,0.0,0.467,0.431,159.941,4.0,forro
Se Quer Saber - Ao Vivo,169687,False,38,Márcia Fellipe,Retrô (Ao Vivo),0.599,0.929,8,-3.532,0.0756,0.528,0.0,0.329,0.695,180.103,4.0,forro
Quebrou a Cara,268800,False,52,Silvanno Salles,O Cantor Apaixonado - Só Recordações,0.715,0.893,4,-1.99,0.0426,0.596,0.0,0.444,0.668,138.91,4.0,forro
Casinha La do Fundo,194525,False,40,Soró Silva,Casinha La do Fundo,0.677,0.833,6,-3.52,0.0408,0.368,0.0,0.0715,0.816,174.027,4.0,forro
Mensageiro Beija-Flor,220235,False,44,"Santanna ""O Cantador""",Xote Pé de Serra,0.732,0.816,7,-2.381,0.0651,0.611,0.0,0.0763,0.924,160.166,4.0,forro
Porque Não Vê,260266,False,47,Limão Com Mel,E Tome Amor,0.557,0.719,7,-5.102,0.0451,0.288,1.2e-06,0.23,0.387,80.0,4.0,forro
The Heart Of Worship - Live,375000,False,46,Michael W. Smith,Worship,0.43,0.376,4,-12.676,0.0361,0.727,8.29e-05,0.234,0.338,147.28,4.0,forro
Eu Te Esperarei,218280,False,44,Raquel dos Teclados,Vol. 9,0.842,0.695,1,-3.391,0.0349,0.118,0.000161,0.0913,0.885,137.896,4.0,forro
Isso É Imortal,204427,False,46,Gatinha Manhosa,"Campeões do Forró, Vol. 05",0.386,0.801,8,-6.237,0.0636,0.176,0.0,0.204,0.599,165.844,4.0,forro
Queda de Moto,177341,False,36,Zé Vaqueiro,Vibe Original,0.752,0.787,1,-4.504,0.0428,0.187,0.0,0.0893,0.889,140.018,4.0,forro
Fala Meu Nome,169900,False,39,Bonde do gato preto;O Tubarão,São João do Gato Preto,0.896,0.825,10,-1.914,0.234,0.662,0.0,0.152,0.805,129.875,4.0,forro
Quem Me Dera,136097,False,49,Os Barões Da Pisadinha,Agora Eu Pego Mesmo,0.792,0.851,4,-6.243,0.0581,0.559,0.0,0.0425,0.974,171.852,4.0,forro
Don't Quit (Original Mix) - Extended Mix,213933,False,2,The Prophet,The Hardcore Archive Part 2 (1995 - 1996),0.608,0.852,7,-4.194,0.0622,0.00215,0.596,0.667,0.257,175.058,4.0,happy
Le Rock,323709,False,18,S3RL,Old Skool Masters - S3RL,0.418,0.996,10,-4.6,0.12,0.000284,0.87,0.152,0.198,175.001,4.0,happy
The Beat Is Flown,380354,False,22,DJ Rob;MC Joe,Happy Hardcore Top 100,0.631,0.851,9,-5.406,0.0565,0.0281,0.538,0.295,0.164,150.028,4.0,happy
Only Time - Uplift & Stargazer Remix,445285,False,16,Hixxy,Only Time (Uplift & Stargazer Remix),0.458,0.992,2,-5.648,0.134,0.0001,0.749,0.095,0.378,168.001,4.0,happy
Like Hypa Said - Remastered,380098,False,0,Scooter,The Stadium Techno Experience (20 Years of Hardcore Expanded Editon) [Remastered],0.455,0.986,4,-7.058,0.0779,0.001,0.0735,0.208,0.288,141.977,4.0,happy
We Are In The Dark,239400,True,4,Meccano Twins,We Are In The Dark,0.552,0.876,7,-3.603,0.0522,1.22e-05,0.00676,0.181,0.239,149.999,4.0,happy
Phreak ya Speaka,263333,False,22,Promo,The Worst Of,0.775,0.974,0,-6.209,0.121,0.252,0.0896,0.568,0.34,89.717,4.0,happy
Sunrise - JTS & Haze Remix,374911,False,17,Impact & Resist,Sunrise (JTS & Haze Remix),0.487,0.98,9,-2.895,0.0641,0.000154,0.582,0.156,0.364,169.023,4.0,happy
Erst wenn's im Sommer schneit,211838,False,27,Jörg Bausch,Erst wenn's im Sommer schneit,0.778,0.881,0,-4.212,0.0292,0.0862,2.7e-05,0.0578,0.816,132.012,4.0,happy
Dreams (Will Come Alive),264000,False,68,2 Brothers On The 4th Floor,Dreams,0.702,0.953,7,-6.347,0.0473,0.0113,0.00193,0.266,0.507,134.027,4.0,happy
Dat Hätz Vun Dr Welt - Remake '97,154706,False,26,Höhner,Da Simmer Dabei... Die Grössten Partyhits! (Gold Edition),0.572,0.9,10,-4.371,0.0347,0.00169,0.0,0.374,0.958,118.405,4.0,happy
Evil Inside Me - Original Mix,355315,False,22,Evil Activities,Evil's Greatest Activities,0.425,0.937,4,-5.777,0.124,0.574,0.0245,0.132,0.127,176.935,4.0,happy
Fuck martina,224119,False,26,Neophyte,Not Enough Middle Fingers,0.559,0.937,11,-9.511,0.0702,0.000126,0.851,0.147,0.34,184.999,4.0,happy
Mallorca Mallorca (Moviestar) - Oktoberfest Wiesn Mix,170510,False,15,Axel Fischer,Mallorca Mallorca (Moviestar) [Oktoberfest Wiesn Mix],0.625,0.906,4,-3.804,0.0639,0.0207,0.0,0.318,0.787,129.969,4.0,happy
Dominator - Frank De Wulf Remix,186595,False,20,Human Resource;Frank De Wulf,Dominator,0.789,0.789,7,-8.36,0.0362,0.000191,0.813,0.0824,0.31,126.855,4.0,happy
Positive Energy,257839,False,19,Dune,Dune,0.573,0.866,1,-10.904,0.0549,0.00866,0.533,0.172,0.594,160.648,4.0,happy
Nobody Said It Was Easy - Sefa Remix,269895,False,57,Evil Activities;Sefa,Nobody Said It Was Easy (Sefa Remix),0.447,0.955,3,-5.15,0.0582,0.0472,0.00323,0.151,0.0762,95.008,4.0,happy
Bitches And Money [Mix Cut] - Original Mix,193280,False,22,DJ Isaac,Defqon.1 2010 - No Time To Waste,0.542,0.961,9,-4.578,0.0558,0.00187,0.143,0.372,0.654,149.995,4.0,happy
Eskalation - Radio Edit,193050,False,22,Rob & Chris,Eskalation,0.791,0.725,6,-6.61,0.062,0.0606,7.98e-06,0.638,0.944,127.99,4.0,happy
Banking,109017,False,1,Dj Promo,Hope,0.721,0.605,5,-7.891,0.192,0.00899,0.497,0.373,0.717,179.986,4.0,happy
Kneipe,142678,True,18,Die Heufresser,Kneipe,0.739,0.708,0,-5.661,0.0613,0.000219,0.0271,0.0954,0.741,140.01,4.0,happy
I Was Made for Lovin' You,213280,False,8,Scooter,We Are the Greatest / I Was Made for Lovin' You,0.634,0.993,9,-6.212,0.0953,0.00139,0.000691,0.0715,0.66,147.355,4.0,happy
Cartoons in Progress - D-Tune Remix,352483,False,31,DJ Sim,Cartoons In Progress (The 2013 Remixes),0.509,0.986,6,-1.871,0.0991,0.179,0.662,0.0805,0.0385,175.005,4.0,happy
Eine Liebe - Sylaar 2k20 Remix,209552,False,11,Mallorca Allstars;Isi Glück;Ikke Hüftgold;Almklausi;Lorenz Büffel;Carolina;Honk!;Sylaar,Eine Liebe (Sylaar 2k20 Remix),0.592,0.947,11,-3.998,0.0316,0.000957,0.000324,0.0499,0.495,134.008,4.0,happy
Hömma Samma Womma Nomma (Bier trinken gehen),183494,False,23,Sabbotage,Hömma Samma Womma Nomma (Bier Trinken Gehen),0.505,0.954,0,-2.391,0.056,0.0363,1.27e-06,0.335,0.738,149.993,4.0,happy
