name,duration_ms,explicit,popularity,artists,album_name,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
Papua New Guinea (Monsoon Mix),291665,False,39,The Future Sound Of London,Accelerator Deluxe,0.586,0.777,8,-11.313,0.0475,0.00206,0.808,0.136,0.716,125.023,4.0,breakbeat
Daisy Chains,254186,False,13,Audio Bullys,Higher Than the Eiffel,0.484,0.618,7,-6.1,0.0541,0.374,0.00499,0.0941,0.0412,142.093,4.0,breakbeat
No Good (Start The Dance) - Edit,241293,False,44,The Prodigy,No Good (Start the Dance),0.633,0.942,5,-12.969,0.0454,0.00441,0.778,0.124,0.207,144.996,4.0,breakbeat
Matter Of Fact,244826,False,3,Roni Size;Reprazent,New Forms (20th Anniversary Edition),0.465,0.853,11,-9.529,0.19,0.00148,0.835,0.237,0.133,169.804,4.0,breakbeat
Top Ranking - Upgrade & T>I Remix,267589,False,0,Ed Solo;Deekline;Upgrade (UK);T.I,"Welcome To The Jungle: Drum & Bass X Jungle: Mixed By Deekline, Ed Solo & Serial Killaz",0.701,0.829,10,-0.564,0.052,0.152,9.23e-05,0.36,0.333,87.007,4.0,breakbeat
Twisted - Tom Real & Rogue Element Remix,426640,False,11,Rob Le Pitch;Tom Real;The Rogue Element,"Breakbeat Bass, Vol. 2",0.643,0.745,9,-6.953,0.0461,0.000122,0.648,0.0731,0.688,132.984,4.0,breakbeat
Whistleblower,228965,False,0,Roni Size;Krust,Past & Present,0.563,0.91,3,-5.593,0.0583,0.000228,0.868,0.689,0.272,173.986,4.0,breakbeat
11.55,420653,False,0,Roni Size;DJ Die,"Full Cycle Retrospect, Vol.1",0.719,0.983,6,-6.541,0.0709,0.00244,0.765,0.295,0.873,160.873,4.0,breakbeat
We Are In Control - Original,363640,False,13,Hybrid,Morning Sci - Fi,0.574,0.941,2,-9.107,0.0428,0.00415,0.93,0.606,0.58,132.029,4.0,breakbeat
Winning Style,358466,False,12,Propellerheads,Decksandrumsandrockandroll,0.811,0.653,7,-8.526,0.0908,0.149,0.909,0.191,0.409,91.952,4.0,breakbeat
No Good (Start The Dance) - Bad For You Mix,411866,False,14,The Prodigy,No Good (Start the Dance),0.672,0.872,7,-13.052,0.0402,0.00212,0.878,0.0265,0.389,144.014,4.0,breakbeat
Something to Trust,211146,False,15,Dub Pistols;Rodney P,Speakers and Tweeters,0.765,0.657,2,-7.779,0.157,0.356,0.0,0.107,0.595,95.995,4.0,breakbeat
Laisse les parler (Radio Edit),176030,False,13,Tayo,Laisse les parler - Single,0.738,0.95,9,-4.349,0.0746,0.0958,0.0,0.0652,0.768,128.045,4.0,breakbeat
Slidin’,156300,True,0,Jason Derulo;Kodak Black,Hits Hits Hits,0.695,0.884,11,-1.953,0.172,0.106,0.0,0.134,0.803,100.088,4.0,breakbeat
Gimme That Punk - Radio Edit,193613,False,41,Audio Bullys,Gimme That Punk,0.702,0.875,0,-4.389,0.151,0.00314,1.58e-06,0.0724,0.617,124.007,4.0,breakbeat
Beat It Down,293066,False,11,Freestylers,Adventures In Freestyle,0.648,0.922,0,-5.842,0.029,0.00231,0.138,0.421,0.711,130.999,4.0,breakbeat
Impossible and Overwhelming,326680,False,14,Bassnectar,Underground Communication,0.636,0.584,8,-10.868,0.0534,0.234,0.568,0.631,0.0695,95.013,4.0,breakbeat
The Feeling - Original Mix,380400,False,12,Baobinga;I.D.,The Feeling Line Like This,0.666,0.966,7,-4.704,0.0986,0.00246,0.863,0.248,0.521,136.991,4.0,breakbeat
Suitcase At The Door (Break of Dawn 2013) - Boy Raver Remix,372727,False,14,Rhythm On The Loose,Suitcase At The Door (Break of Dawn 2013),0.616,0.889,9,-7.607,0.036,0.00316,0.0646,0.0151,0.813,132.005,4.0,breakbeat
System Check,241680,False,2,Roni Size;Reprazent,In The Mode,0.645,0.888,1,-5.266,0.239,0.0503,0.000401,0.0983,0.614,170.1,4.0,breakbeat
Kai,264800,False,14,The Future Sound Of London,ISDN,0.498,0.339,6,-20.523,0.0389,0.00373,0.81,0.168,0.429,174.582,4.0,breakbeat
Puff Puff Pass - Original Mix,208615,False,17,Keith Mackenzie;DJ Fixx,Puff Puff Pass,0.706,0.803,11,-6.009,0.0855,0.00342,0.293,0.041,0.783,130.06,4.0,breakbeat
Bassheads,318893,False,1,Cut La Roc,La Roc Rocs,0.644,0.807,10,-12.939,0.057,0.0631,0.827,0.242,0.915,126.888,4.0,breakbeat
Body Movin',345693,False,18,DJ Baby Anne,Probe,0.764,0.845,3,-8.426,0.0516,0.000362,0.83,0.0639,0.504,134.008,4.0,breakbeat
Always RIP - Eddie K & Minus Remix,356573,False,14,Ed Solo;Deekline,"Always RIP, Pt. 1",0.556,0.935,9,-2.385,0.0498,0.0117,6.98e-06,0.332,0.0743,87.505,4.0,breakbeat
We Are Mirage,379500,False,0,Eric Prydz;Empire of the Sun,Larga Vida al Electro,0.557,0.793,4,-6.723,0.036,0.000513,0.75,0.494,0.0869,127.944,4.0,chicago-house
Capsize,237706,False,68,FRENSHIP;Emily Warren,Truce - EP,0.683,0.708,5,-6.244,0.0305,0.0398,0.155,0.686,0.355,92.991,4.0,chicago-house
Entercourse Of The New Age,379733,False,13,Glenn Underground,Atmosfear,0.694,0.605,7,-9.876,0.0869,0.000211,0.739,0.108,0.313,127.68,4.0,chicago-house
Defected Presents House Masters - Derrick Carter Mixtape,305826,False,3,Derrick Carter,Defected Presents House Masters Derrick Carter Mixtape,0.785,0.884,6,-6.827,0.0694,0.00207,0.133,0.0933,0.53,123.984,4.0,chicago-house
B1PRES107 - Original Mix,352201,False,10,Chez Damier;Ron Trent;M.D,Hip To Be Disillusioned Vol. 1,0.805,0.742,6,-9.635,0.148,0.00193,0.934,0.138,0.254,124.028,4.0,chicago-house
Don't You Know - Live Bass Mix,513953,False,24,Aaron Smith;Malik Hart,Don't You Know - Single,0.71,0.77,6,-4.839,0.189,0.181,0.00629,0.685,0.462,129.025,4.0,chicago-house
Ministry of Love - Kevin Mckay 90s Edit,432786,False,6,Romanthony;Kevin McKay,Ministry of Love (2013 Remixes - Pt. 2),0.752,0.753,2,-7.568,0.0622,0.00732,0.262,0.591,0.209,121.988,4.0,chicago-house
What About This Love? - Dub Version,423880,False,13,Mr. Fingers,What About This Love?,0.678,0.692,3,-15.426,0.0315,0.115,0.93,0.0737,0.92,113.025,4.0,chicago-house
House Train - Steve Silk Hurley's Original House Mix,429471,False,11,"Steve ""Silk"" Hurley;Risse",House Train (S&S Remixes),0.79,0.875,7,-5.985,0.0604,0.00248,0.623,0.127,0.597,119.04,4.0,chicago-house
We Don't Care,207666,False,54,Sigala;The Vamps,Brighter Days,0.682,0.841,10,-3.465,0.139,0.0308,0.0,0.0534,0.717,90.15,4.0,chicago-house
Phreaky MF (Mike Dunn's Phreak MixX) - Mixed,199472,True,21,Mike Dunn;Mr. 69,4 To The Floor Radio Episode 008 (presented by Seamus Haji) [DJ Mix],0.907,0.806,6,-7.072,0.0807,0.00211,8.46e-06,0.0882,0.506,117.514,4.0,chicago-house
Think (About It) - Spen & Thommy’s Summer Of Dub Mix,447096,False,15,Barbara Tucker;DJ Spen;Thommy Davis,Think (About It),0.842,0.823,9,-7.551,0.121,0.000724,0.0244,0.0478,0.531,124.022,4.0,chicago-house
Play with My Bassline,476441,False,3,Paul Johnson,Acid,0.841,0.775,7,-9.455,0.0808,0.0006,0.234,0.104,0.897,124.997,4.0,chicago-house
Devotion - DJ Spen & Thommy Davis Remix,220644,False,6,Ten City;DJ Spen;Thommy Davis,Judgement,0.686,0.832,6,-5.651,0.0363,0.0297,0.0,0.232,0.798,123.995,4.0,chicago-house
Pleasure Dome - mixed,149853,False,14,Armando,DJ-Kicks (Nina Kraviz) [DJ Mix],0.803,0.862,11,-10.293,0.0601,0.0806,0.899,0.152,0.389,126.633,3.0,chicago-house
Let Me See You Butterfly - Them Jeans Remix,310799,False,2,Paul Johnson,Let Me See You Butterfly,0.81,0.84,0,-6.616,0.0442,0.00551,8.98e-05,0.0459,0.77,123.994,4.0,chicago-house
SH-101,286813,False,14,Robert Hood,Minimal Nation,0.775,0.854,6,-8.555,0.0919,0.0677,0.936,0.0824,0.677,142.077,4.0,chicago-house
Baddest DJ,197419,True,8,Bad Boy Bill,Respect the Technique,0.907,0.717,7,-4.988,0.196,0.0019,0.0255,0.72,0.342,124.064,4.0,chicago-house
Midnight Calling,309666,False,27,Mark Farina,Om: Lounge - From The Vaults Vol. 1,0.769,0.369,1,-13.277,0.0627,0.0318,0.879,0.0814,0.597,93.998,4.0,chicago-house
Make Some Noise - Julian Jumpin Perez Mix,346341,False,0,Fast Eddie;Julian 'Jumpin' Perez,Make Some Noise,0.788,0.85,10,-6.502,0.0538,0.000296,0.000983,0.14,0.567,123.385,4.0,chicago-house
My Peace of Heaven,332866,False,19,Ten City,No House Big Enough,0.665,0.723,11,-12.277,0.0368,0.0259,0.00469,0.0799,0.74,121.473,4.0,chicago-house
Someday - The House Moguls Remix,388000,False,13,Aaron Smith;Alicia Campbell,Someday,0.725,0.624,1,-9.509,0.0983,0.0105,0.825,0.0617,0.185,127.0,4.0,chicago-house
100% of Disin' You - Mike Dunn's Houze Mixx,517607,False,8,Armando,100 % of Disin U - Remixes,0.811,0.631,4,-13.117,0.137,0.00021,0.875,0.0863,0.593,127.487,4.0,chicago-house
Trust - Motor City Drum Ensemble Deep Mix,472084,False,21,Romanthony;Motor City Drum Ensemble,Trust 2014,0.671,0.672,6,-11.217,0.0424,0.0221,0.662,0.33,0.352,120.5,4.0,chicago-house
Jack 2 the Sound,302903,False,0,Fast Eddie,Jack to the Sound,0.811,0.911,0,-9.267,0.0821,9.67e-05,0.819,0.0679,0.823,124.206,4.0,chicago-house
Never Too Far,164840,False,10,Ron Trent,Dance Floor Boogie Delites,0.669,0.401,2,-11.852,0.211,0.336,0.902,0.0823,0.574,175.983,4.0,chicago-house
Turnin Me Out - Jovonn Dark Room Dub Mix,356999,False,7,Jovonn;Casio Ware,Turnin Me Out Feat Casioware (inc Louie Vega Remix) [Remixes],0.78,0.723,6,-7.772,0.0498,0.00911,0.374,0.0467,0.555,124.026,4.0,chicago-house
Servants Jaz House,407893,False,33,Glenn Underground,The Jerusalem EP's,0.75,0.365,8,-15.05,0.0625,0.00474,0.87,0.0775,0.323,121.988,3.0,chicago-house
Know No Better,225849,False,60,Major Lazer;Travis Scott;Camila Cabello;Quavo,Know No Better,0.738,0.814,7,-4.414,0.0999,0.132,9.64e-06,0.126,0.483,119.041,4.0,chicago-house
3D Print - Raw Version,343829,False,9,DJ Sneak,3D Print,0.738,0.671,10,-8.623,0.0387,0.000626,0.751,0.371,0.214,125.024,4.0,chicago-house
Midnight Passion,474357,False,5,Roy Davis Jr.;C.O.D.,The Lost Deep House Trax - Volume One,0.714,0.783,9,-6.518,0.0937,0.000185,0.882,0.173,0.614,126.715,4.0,chicago-house
Come on Feat. XL,357725,False,6,Roy Davis Jr.;XL,God Life Music,0.756,0.786,0,-8.295,0.0532,0.0125,0.806,0.0765,0.884,125.014,4.0,chicago-house
Nite Roads,414765,False,13,Jovonn,Goldtones,0.671,0.83,9,-9.788,0.0404,0.00284,0.856,0.114,0.788,120.914,4.0,chicago-house
Babylon Fallin',490119,False,9,DJ Sneak,Fallin' Beats EP,0.788,0.931,1,-6.765,0.073,9.52e-05,0.79,0.0312,0.725,126.013,4.0,chicago-house
Work It Out (feat. M. Doc),309640,False,11,"Steve ""Silk"" Hurley;M. Doc",Work It Out Compilation,0.832,0.578,7,-15.396,0.0677,0.00235,0.000103,0.343,0.926,122.919,4.0,chicago-house
Phuture Jacks,300746,False,6,Phuture,Acid Tracks,0.747,0.377,7,-20.66,0.0966,0.00164,0.934,0.111,0.367,120.8,4.0,chicago-house
Can You Feel It - Instrumental,340813,False,44,Larry Heard,Can You Feel It,0.687,0.505,9,-12.141,0.0494,0.0959,0.9,0.0888,0.677,114.775,4.0,chicago-house
About Love - Pezzner Remix,408659,False,12,Roy Davis Jr.,About Love (Remixes Part Two),0.796,0.485,1,-8.893,0.0622,8.02e-05,0.471,0.0737,0.814,124.994,4.0,chicago-house
Take it Easy - Mike Dunn Ezee Mix,470322,False,15,Mike Dunn;Gershon Jackson,Traxx That Jack U,0.827,0.61,4,-7.693,0.0629,0.000332,0.0235,0.0377,0.338,123.996,4.0,chicago-house
Black Mirror,338426,False,8,Robert Hood,Mirror Man,0.725,0.538,8,-13.905,0.0342,0.501,0.594,0.106,0.372,108.013,3.0,chicago-house
If You Wanna,440546,False,6,Roy Davis Jr.;Terry Dexter,Chicago Forever,0.861,0.671,11,-8.566,0.0785,0.0553,0.000124,0.133,0.671,120.006,4.0,chicago-house
Stargazing,236853,False,69,Kygo;Justin Jesso,Stargazing - EP,0.677,0.497,5,-5.763,0.0809,0.152,0.0,0.0911,0.419,99.137,4.0,chicago-house
Huggin' & A Luvin' - Mike Dunn Luvz Huggin' U ReMixX,452243,False,2,Gershon Jackson;Mike Dunn,Huggin' & A Luvin',0.842,0.742,4,-5.975,0.1,0.000294,0.856,0.104,0.899,121.01,4.0,chicago-house
I Can't Turn Around - House Mix,454733,False,18,J.M. Silk,Hold on to Your Dream (Bonus Track Version),0.85,0.671,1,-9.308,0.0422,0.00215,0.0225,0.0396,0.4,126.09,4.0,chicago-house
It's a Crime - Caribou Remix,496083,False,17,Virgo Four;Caribou,Balance 020 (Mixed By Deetron) [Un-Mixed Version],0.85,0.608,3,-10.493,0.0537,0.00296,0.848,0.135,0.651,125.192,4.0,chicago-house
Sound the Alarm,171587,False,0,The Knocks;Rivers Cuomo;Royal & the Serpent,Am I Ready - Pop Night Out,0.688,0.788,5,-3.064,0.0436,0.0164,0.000306,0.541,0.774,101.006,4.0,chicago-house
Take Me Up (feat. Donna Blakely) - Lego's Mix [Mixed],197323,False,18,Ralphi Rosario;Donna Blakely;lego,Defected Radio Episode 064 (hosted by Sam Divine),0.905,0.932,5,-5.213,0.0489,0.0395,0.559,0.363,0.702,123.02,4.0,chicago-house
Follow,221220,False,63,Martin Garrix;Zedd,Follow,0.588,0.78,11,-6.102,0.0432,0.0333,0.193,0.0728,0.201,127.085,4.0,chicago-house
Pleasure Dome,331386,False,11,Armando,The New World Order 3,0.817,0.929,6,-3.895,0.0668,0.00306,0.882,0.0405,0.81,131.49,4.0,chicago-house
Turnin Me Out,375514,False,8,Jovonn;Casio Ware,Timeless,0.833,0.597,9,-9.792,0.101,0.000171,0.022,0.0795,0.692,123.011,4.0,chicago-house
I'll Take You There - Moplen Radio Version,278400,False,13,Frankie Knuckles;Director's Cut;Eric Kupper;Jamie Principle;Moplen,I'll Take You There,0.683,0.806,5,-6.119,0.031,0.000178,0.499,0.109,0.23,125.031,4.0,chicago-house
What $ Love - Supernova Remix,453532,False,6,Romanthony;Supernova,What $ Love (2014 Remixes) [What Price Love],0.796,0.608,1,-10.196,0.0573,0.232,0.893,0.0963,0.307,123.004,4.0,chicago-house
Work.Groove - Chezz Cosmic Groove Remix,367381,False,18,Mark Farina;Homero Espinosa;Chezz,Work.Groove,0.788,0.654,8,-8.837,0.0711,0.0306,0.864,0.0957,0.388,117.027,4.0,chicago-house
White Girl featuring Benjamin Paper,385920,False,6,Bad Boy Bill;Gettoblaster,Chi Til I Die,0.807,0.941,0,-4.98,0.0431,0.0148,0.757,0.0724,0.15,125.011,4.0,chicago-house
My Little Ebonie,293221,False,9,Glenn Underground,Black Resurrection,0.76,0.64,8,-9.455,0.0554,0.0551,0.827,0.088,0.504,106.8,4.0,chicago-house
Dancin (feat. Luvli) - Patrick Hagenaar Colour Code Remix,266666,False,21,Aaron Smith;Luvli;Patrick Hagenaar,Dancin (Remixes) - EP1 (feat. Luvli),0.626,0.856,5,-4.634,0.0678,0.0299,0.0145,0.648,0.386,126.047,4.0,chicago-house
Midnight Groove,323133,False,11,Glenn Underground,Atmosfear,0.769,0.83,1,-8.872,0.0414,0.000642,0.903,0.0573,0.385,126.562,3.0,chicago-house
She Said (Big Jet Plane),173750,False,74,Trinix;Queen D,She Said (Big Jet Plane),0.808,0.538,0,-10.211,0.0608,0.108,0.0743,0.0555,0.416,108.026,4.0,chicago-house
Hopeless Heart,151903,False,0,Keanu Silva;Toby Romeo;SACHA,Night Drive Autumn/Winter 2022/23,0.727,0.835,5,-4.981,0.0419,0.179,1.06e-05,0.108,0.408,124.027,4.0,chicago-house
Sun Who & 12 Stars - Guess Who Mix,421120,False,13,Glenn Underground,The Jerusalem EP's,0.781,0.411,8,-17.694,0.0761,0.112,0.881,0.0918,0.735,119.974,4.0,chicago-house
Spy,291171,False,10,Mr. Fingers,Cerebral Hemispheres,0.805,0.412,7,-12.43,0.0531,0.00319,0.921,0.0909,0.779,125.018,4.0,chicago-house
Jack'n the House,327653,False,7,"Farley ""Jackmaster"" Funk",Funkin' with the Drums Again,0.77,0.771,1,-14.316,0.0587,0.174,0.897,0.0686,0.821,115.875,4.0,chicago-house
ESP,421706,False,0,Kenny Larkin,Azimuth,0.775,0.838,10,-14.78,0.0616,0.00676,0.9,0.0835,0.671,139.981,4.0,chicago-house
Space Ridims,349890,False,10,Ron Trent,"Word, Sound & Power",0.806,0.638,6,-11.206,0.194,0.00446,0.925,0.117,0.178,124.02,4.0,chicago-house
Move Yo Body - Original Mix,352989,False,7,Cajmere;Sounfx,Too Underground For The Main Stage,0.811,0.794,9,-10.299,0.0522,1e-05,0.919,0.0604,0.376,120.016,4.0,chicago-house
Masterplans - Original Mix,351198,False,5,Cajmere;Jamie Jones,Too Underground For The Main Stage,0.755,0.417,2,-9.865,0.0904,0.000658,0.765,0.0939,0.705,120.981,4.0,chicago-house
So Beautiful - Eric Kupper Remix,439920,False,18,Sterling Void;Robert Bond;Geneva;Eric Kupper,So Beautiful,0.665,0.773,5,-6.237,0.0348,9.29e-05,0.0319,0.44,0.478,124.983,4.0,chicago-house
Forgotten Art (Music),461560,False,12,Glenn Underground,Forgotten Art,0.703,0.821,10,-14.908,0.0464,0.054,0.918,0.0947,0.912,124.985,4.0,chicago-house
Scenic Route,479786,False,5,Glenn Underground,"July 12, 1979",0.687,0.639,11,-13.327,0.0626,0.00861,0.89,0.0828,0.805,123.005,4.0,chicago-house
Cha Cha Cha Cha (Japanese Version) - Remix '92,349266,False,13,Mark Farina,The Red Monster,0.745,0.88,2,-10.711,0.0611,0.0747,0.133,0.352,0.6,134.018,4.0,chicago-house
Move Your Body - Maurice Joshua Vocal Mix,512640,False,7,Marshall Jefferson;Curtis McClain;Maurice Joshua,The House Music Anthem (Move Your Body) [feat. Curtis McClain] [Remix Project],0.867,0.391,0,-12.229,0.079,0.00926,0.351,0.0685,0.591,125.996,4.0,chicago-house
Devotion - Radio Mix,243946,False,4,Ten City,Feel Good Saturday,0.706,0.842,6,-8.506,0.0404,0.0439,0.015,0.208,0.768,120.46,4.0,chicago-house
Percolator - Remastered Original Mix,286080,False,0,Cajmere,Only 4 U: The Sound Of Cajmere & Cajual Records 1992-2012,0.956,0.764,0,-9.454,0.0546,0.208,0.176,0.0746,0.534,125.997,4.0,chicago-house
Devils,158719,False,0,Fedde Le Grand;Vince Freeman,"Anímate, es viernes",0.694,0.813,6,-5.278,0.0376,0.0718,0.00147,0.123,0.233,121.988,4.0,chicago-house
Dawn of a New Day,291106,False,11,Larry Heard;Loosefingers,Soundtrack From the Duality Double-Play,0.794,0.607,0,-12.851,0.0585,0.0321,0.941,0.0975,0.462,106.015,4.0,chicago-house
Wee Willie Winkie - Original Mix,49906,False,16,Cameron's Bedtime Classics,Lullabies and Nursery Rhymes,0.715,0.13,0,-17.072,0.114,0.917,0.893,0.0993,0.345,53.862,3.0,disney
De ballade van Flemmingrad,44360,False,30,Benja Bruijning,Olaf's Frozen Avontuur (Originele Nederlandstalige Soundtrack),0.638,0.231,2,-12.541,0.0618,0.96,0.0,0.092,0.654,109.022,3.0,disney
W pogoni za przeszłością,146400,False,15,Germaine Franco,Nasze Magiczne Encanto (Muzyka z filmu),0.256,0.481,5,-10.635,0.0989,0.392,0.845,0.296,0.0642,114.732,3.0,disney
Le bout du monde,95586,False,22,Alan Menken;Disney,Aladdin (Bande Originale Française du Film),0.286,0.202,7,-18.859,0.0454,0.909,0.85,0.0894,0.338,145.683,4.0,disney
For Første Gang på Lenge 2,149826,False,32,Lisa Stokke;May Kristin Kaspersen,Frost (Norsk Original Soundtrack),0.477,0.294,9,-9.181,0.0422,0.912,0.0,0.104,0.394,98.962,4.0,disney
Christmas Is A-Comin,57391,False,0,Kindy Corner,Christmas Lullabies for New Babies,0.676,0.0179,5,-18.253,0.12,0.993,0.967,0.131,0.437,86.957,4.0,disney
"Something There - From ""Beauty and the Beast""/Soundtrack Version",138986,False,53,Robby Benson;Jerry Orbach;Paige O'Hara;Angela Lansbury;David Ogden Stiers;Disney,Beauty and the Beast,0.588,0.325,1,-10.926,0.0374,0.836,1.16e-06,0.127,0.569,126.127,4.0,disney
Polly Wolly Doodle,135840,False,22,George Bruns,Country Bear Jamboree,0.685,0.513,5,-9.72,0.035,0.687,0.00212,0.0976,0.964,91.31,4.0,disney
I'm Wishing,213209,False,23,Jon Sarta,A Wonderful World of Magical Songs and Lullabies,0.607,0.0698,5,-22.982,0.0441,0.983,0.9,0.107,0.137,120.531,4.0,disney
Tag ét skridt frem,217786,False,28,Kristine Yde Eriksen,Frost 2 (Originalt Dansk Soundtrack/Deluxe Edition),0.346,0.123,0,-12.203,0.0501,0.778,0.0,0.563,0.206,82.375,3.0,disney
Who's Afraid of the Big Bad Wolf,151206,False,23,The Circle Session Players,The Circle Sessions: The Music of Carthay Circle - Vol. 2,0.722,0.415,0,-11.043,0.0335,0.816,0.856,0.0762,0.799,86.115,4.0,disney
Aladdin's Hideout,115136,False,38,Alan Menken,Aladdin (Original Motion Picture Soundtrack),0.17,0.0722,0,-22.991,0.0416,0.905,0.705,0.104,0.0608,115.062,5.0,disney
Prins Ali (Reprise),71760,False,19,Pierre Bokma,Aladdin (Originele Nederlandstalige Soundtrack),0.525,0.41,5,-13.048,0.0545,0.77,0.0,0.257,0.724,55.38,4.0,disney
La chandelle,200093,False,20,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),0.18,0.336,0,-13.151,0.0425,0.606,0.988,0.31,0.0342,102.119,5.0,disney
Las hermanas pelean,77933,False,20,Germaine Franco,Encanto: La fantastique famille Madrigal (Bande Originale Française du Film),0.582,0.142,0,-16.699,0.038,0.868,0.903,0.114,0.179,97.029,4.0,disney
Tango-Chaos,162440,False,21,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),0.426,0.195,6,-12.159,0.0377,0.617,0.26,0.25,0.524,96.086,4.0,disney
Las Frutas,206880,False,18,Canciones Infantiles;Musica Infantil;Rondas Infantiles,Subete Al Tren de La Alegria,0.894,0.65,2,-11.501,0.0389,0.00113,0.421,0.175,0.988,105.064,4.0,disney
There's A Hole In My Bucket,177960,False,21,Goofy;Bobbi White,Best of Children's Favorites- Mickey's Top 40 Tunes,0.446,0.692,2,-5.636,0.122,0.834,0.0,0.298,0.78,170.271,4.0,disney
Which Witch Is Which?,154986,False,14,Goofy;Mickey Mouse,Halloween Songs & Sounds,0.848,0.479,0,-13.705,0.0855,0.51,1.27e-05,0.104,0.807,124.054,4.0,disney
"Let It Go - From ""Frozen""",290146,False,1,Kristen Anderson-Lopez;Robert Lopez;Jim Brickman,Piano Songs for Kids,0.373,0.205,8,-18.203,0.0482,0.989,0.943,0.114,0.223,131.898,4.0,disney
Você Não Vai Parar (Ao Vivo),255976,False,28,André Leono;Samuel Messias,André Leono (Ao Vivo),0.464,0.455,9,-8.732,0.0337,0.334,0.0,0.31,0.131,124.154,4.0,disney
Kaczka dziwaczka,254026,False,15,Ewa Konstancja Bułhak,Bambukalambu,0.672,0.43,11,-12.152,0.0326,0.458,0.0,0.224,0.843,107.321,4.0,disney
Lew to pech,105693,False,26,Ewa Konstancja Bułhak,Bambukalambu,0.493,0.544,2,-9.919,0.0481,0.67,1.66e-05,0.0364,0.773,175.498,4.0,disney
Pollitos Jardineros,144880,False,31,Cri-Cri,Las 100 Clásicas de Cri Cri Vol. 1,0.417,0.263,0,-10.654,0.0398,0.885,0.0,0.128,0.701,180.343,3.0,disney
Romeo and Juliet,248481,False,20,Sonic Wine,Valentine Kiss,0.45,0.167,2,-13.203,0.0325,0.994,0.811,0.0859,0.312,130.049,4.0,disney
Canção da Multidão,210466,False,21,Mauricio Luz,A Bela e a Fera,0.447,0.551,2,-16.527,0.231,0.761,0.0,0.277,0.607,72.551,3.0,disney
Tenacious Mirabel,95946,False,24,Germaine Franco,Encanto (Trilha Sonora Original em Português),0.172,0.0254,9,-20.089,0.0342,0.781,0.898,0.161,0.0323,77.522,4.0,disney
Can't Help Falling In Love - Piano & Cello,190330,False,45,Benny Martin;The Wong Janice,Can't Help Falling In Love (Piano & Cello),0.2,0.129,0,-18.685,0.037,0.844,0.839,0.108,0.133,136.939,4.0,disney
Chama Por Mim,189428,False,18,Pedro Gonçalves,Chama Por Mim,0.656,0.633,6,-7.093,0.0375,0.367,1.57e-06,0.179,0.473,139.899,4.0,disney
Minnie's Wishing Ring: Wishes Come True - Dramatic DisneySea 2005 at Tokyo DisneySea,87893,False,11,Tokyo DisneySea,Tokyo Disney Resort Autumn Best (Special Edition),0.287,0.766,5,-4.926,0.0541,0.598,0.0,0.202,0.265,81.879,4.0,disney
Meet La Familia,128345,False,27,Germaine Franco,Encanto (Trilha Sonora Original em Português),0.814,0.32,0,-14.865,0.0974,0.454,0.841,0.0795,0.254,96.469,4.0,disney
The Mad Tea Party / The Unbirthday Song / Twinkle Twinkle / Clean Cup Move Down / Mad Watch,271226,False,40,Kathryn Beaumont;Edwynn;James Macdonald;Jerry Colonna,Alice In Wonderland (Original Motion Picture Soundtrack),0.572,0.168,7,-14.255,0.107,0.956,0.00104,0.127,0.302,100.101,3.0,disney
All Is Found - Kacey Musgraves Version/Instrumental,181840,False,17,Kristen Anderson-Lopez;Robert Lopez,Die Eiskönigin 2 (Deutscher Original Film-Soundtrack/Deluxe Edition),0.472,0.202,9,-19.992,0.0546,0.954,0.951,0.12,0.148,153.692,4.0,disney
"DuckTales - From ""DuckTales"" / Extended Version",118054,False,52,Felicia Barton,"DuckTales (From ""DuckTales"" / Extended Version)",0.557,0.838,7,-5.007,0.0393,0.06,0.0,0.188,0.643,183.026,4.0,disney
Princess Things,126386,False,49,Cast - Sofia the First,Sofia the First,0.507,0.694,7,-5.092,0.0946,0.364,0.0,0.0579,0.581,173.783,4.0,disney
Otwórz oczy,196213,False,24,Germaine Franco,Nasze Magiczne Encanto (Muzyka z filmu),0.249,0.101,0,-16.434,0.0321,0.862,0.968,0.139,0.0636,82.704,3.0,disney
The Sound Of Music,133026,False,51,Charmian Carr;Heather Menzies;Nicholas Hammond;Duane Chase;Angela Cartwright;Debbie Turner;Kym Karath;Bill Lee,The Sound Of Music (Original Soundtrack Recording),0.272,0.0505,5,-21.689,0.0371,0.963,8.53e-05,0.0949,0.155,88.203,4.0,disney
You're Never Too Old To Be Young,199773,False,22,The Dwarf Chorus,Snow White and the Seven Dwarfs (Original Motion Picture Soundtrack),0.831,0.178,7,-19.349,0.0544,0.962,0.0,0.105,0.786,120.763,4.0,disney
Grim Grinning Ghosts,257721,False,0,The Countdown Kids,Happy Halloween! (Spooky Favorites for Kids),0.594,0.941,9,-5.991,0.1,0.517,0.0,0.105,0.359,122.043,4.0,disney
Das Haus weiß es,88640,False,18,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),0.179,0.204,1,-14.463,0.0377,0.933,0.973,0.0832,0.0455,149.474,4.0,disney
