duration,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,n_beats,n_bars
198,0,0.139,0.376,9,-18.282,0.0627,0.877,0.235,0.109,0.0388,54.956,216.0,54.0
114,43,0.667,0.278,2,-11.925,0.0902,0.951,0.0,0.102,0.327,161.954,301.0,75.0
139,32,0.652,0.512,9,-9.658,0.0283,0.858,0.00144,0.0842,0.623,124.971,282.0,71.0
259,16,0.413,0.973,3,-6.831,0.0521,2.53e-06,0.595,0.328,0.213,120.039,507.0,129.0
248,20,0.731,0.575,9,-6.252,0.041,0.703,0.0,0.121,0.704,143.986,584.0,145.0
230,0,0.446,0.838,0,-9.87,0.035,0.00123,0.293,0.47,0.487,167.981,632.0,158.0
285,66,0.521,0.852,6,-5.014,0.0624,0.0835,0.0,0.365,0.523,151.012,708.0,178.0
208,61,0.674,0.854,7,-4.337,0.034,0.0579,0.00041,0.0735,0.684,127.295,428.0,106.0
256,62,0.654,0.671,11,-6.026,0.0807,0.359,7.49e-06,0.0656,0.76,90.063,377.0,95.0
228,0,0.473,0.771,0,-3.932,0.0428,0.00831,3.3e-05,0.0937,0.426,120.008,455.0,113.0
230,46,0.69,0.518,2,-6.077,0.0422,0.394,0.0,0.14,0.544,139.941,527.0,130.0
169,3,0.618,0.716,10,-7.039,0.0544,0.0397,0.000197,0.0991,0.188,130.154,363.0,90.0
214,22,0.617,0.711,9,-4.941,0.0334,0.537,0.0004,0.146,0.721,142.79,506.0,126.0
195,12,0.45,0.943,8,-5.212,0.114,0.00954,0.136,0.121,0.323,143.018,459.0,115.0
225,44,0.622,0.114,4,-14.821,0.0609,0.908,1e-06,0.136,0.237,155.794,569.0,189.0
387,21,0.931,0.87,7,-0.826,0.156,0.0255,0.554,0.26,0.369,137.012,881.0,221.0
215,21,0.807,0.89,5,-4.086,0.0461,0.0444,0.0,0.43,0.497,130.016,458.0,116.0
258,55,0.717,0.743,10,-9.092,0.0439,0.184,0.000771,0.0984,0.46,135.963,563.0,139.0
441,10,0.304,0.477,4,-14.788,0.0356,0.0771,0.9,0.121,0.0639,111.855,811.0,204.0
307,17,0.607,0.888,11,-3.219,0.0683,0.00566,8.82e-06,0.371,0.736,100.023,506.0,128.0
321,15,0.201,0.824,11,-13.332,0.0776,2.43e-05,0.00159,0.0991,0.0648,179.998,946.0,237.0
290,62,0.536,0.706,2,-5.897,0.0274,0.5,0.00597,0.112,0.442,113.972,548.0,138.0
255,36,0.598,0.891,4,-3.923,0.0533,0.571,0.0,0.31,0.573,111.71,463.0,116.0
185,43,0.685,0.83,0,-4.869,0.0626,0.0195,0.0,0.101,0.575,100.992,306.0,75.0
280,6,0.751,0.882,5,-7.125,0.0603,0.00323,0.875,0.137,0.872,122.037,563.0,140.0
245,0,0.629,0.418,7,-14.52,0.036,0.179,0.828,0.0878,0.122,139.991,560.0,140.0
201,21,0.656,0.738,9,-10.393,0.0342,0.719,0.00815,0.0799,0.598,120.966,393.0,99.0
212,36,0.536,0.836,8,-4.491,0.0388,0.0225,0.0,0.115,0.664,133.071,462.0,115.0
143,26,0.668,0.91,1,-6.219,0.0969,0.0761,3.5e-06,0.387,0.297,129.915,298.0,75.0
106,11,0.473,0.223,11,-13.107,0.0355,0.974,0.859,0.108,0.193,63.989,111.0,26.0
184,23,0.812,0.786,6,-4.59,0.0427,0.561,0.0,0.0915,0.797,132.001,392.0,97.0
265,30,0.564,0.822,2,-4.959,0.0305,0.0925,0.000414,0.237,0.96,124.502,548.0,136.0
206,24,0.439,0.989,11,-3.493,0.0478,1.45e-06,0.874,0.0771,0.618,126.895,432.0,107.0
206,16,0.472,0.952,7,-7.121,0.0657,0.00148,0.00257,0.362,0.335,180.005,604.0,150.0
228,79,0.603,0.573,1,-5.843,0.0502,0.478,0.0,0.0971,0.236,82.941,309.0,76.0
274,21,0.577,0.985,6,-1.131,0.0795,0.0471,0.0,0.373,0.64,145.058,649.0,162.0
138,28,0.223,0.5,7,-6.808,0.0319,0.0225,0.567,0.192,0.0463,97.546,222.0,73.0
58,18,0.386,0.284,2,-13.496,0.0625,0.712,0.0,0.252,0.378,142.539,131.0,42.0
97,0,0.562,0.472,7,-12.46,0.0322,0.895,0.921,0.232,0.801,128.361,199.0,49.0
288,0,0.695,0.699,2,-7.813,0.0827,0.0146,0.0222,0.106,0.209,135.015,639.0,161.0
206,42,0.586,0.3,7,-9.517,0.0335,0.813,0.0,0.117,0.319,121.755,404.0,101.0
313,49,0.325,0.346,2,-8.083,0.033,0.629,0.0,0.107,0.36,100.116,534.0,134.0
234,25,0.415,0.436,11,-8.57,0.0361,0.572,0.0,0.134,0.448,73.896,283.0,71.0
277,63,0.8,0.634,1,-5.895,0.132,0.356,0.000605,0.0733,0.46,100.001,458.0,113.0
94,29,0.601,0.94,1,-6.457,0.0432,0.00886,0.000877,0.336,0.9,165.042,250.0,62.0
309,1,0.69,0.859,1,-5.571,0.162,0.00126,0.00353,0.237,0.0863,192.006,958.0,239.0
181,25,0.542,0.944,5,-1.443,0.0821,0.00326,0.0,0.159,0.642,175.007,516.0,129.0
267,48,0.572,0.509,0,-7.281,0.0351,0.609,0.0,0.232,0.104,124.006,549.0,136.0
247,44,0.576,0.82,7,-3.987,0.0346,0.432,0.0,0.278,0.837,159.983,660.0,164.0
231,0,0.552,0.783,7,-4.138,0.0504,0.00887,0.00026,0.0954,0.575,79.984,306.0,76.0
181,46,0.475,0.585,10,-7.804,0.0705,0.758,3.44e-05,0.319,0.376,106.722,300.0,74.0
210,53,0.62,0.312,11,-13.338,0.0301,0.465,0.125,0.208,0.262,101.978,355.0,91.0
356,35,0.52,0.344,2,-10.132,0.0243,0.0173,0.00467,0.0856,0.0825,77.968,450.0,112.0
144,42,0.666,0.952,0,-2.847,0.0622,0.475,0.0,0.0502,0.814,172.142,400.0,100.0
309,20,0.521,0.94,7,-4.8,0.0627,0.0116,0.000108,0.0988,0.206,115.913,591.0,146.0
332,36,0.457,0.23,2,-13.23,0.0353,0.152,0.00159,0.0838,0.0705,136.137,739.0,186.0
253,65,0.661,0.847,7,-11.855,0.0349,0.225,0.835,0.0863,0.71,125.862,518.0,128.0
231,40,0.595,0.723,8,-13.668,0.0424,0.000991,0.934,0.0915,0.733,125.623,476.0,118.0
365,50,0.307,0.604,7,-5.592,0.0397,0.593,3.79e-06,0.0789,0.452,85.641,652.0,165.0
198,54,0.582,0.321,0,-8.876,0.0284,0.816,0.0,0.12,0.612,133.895,432.0,108.0
239,14,0.598,0.915,6,-2.765,0.0914,0.0405,2.29e-06,0.183,0.701,117.072,459.0,115.0
77,34,0.756,0.414,11,-9.943,0.133,0.0518,0.789,0.118,0.541,90.969,116.0,29.0
234,53,0.728,0.506,9,-8.725,0.0309,0.0148,0.00132,0.485,0.363,123.96,480.0,120.0
106,20,0.262,0.836,0,-9.591,0.0367,0.513,0.941,0.202,0.981,175.044,302.0,75.0
278,25,0.664,0.695,0,-9.387,0.0308,0.454,0.0403,0.37,0.887,120.985,557.0,139.0
261,44,0.549,0.64,6,-7.483,0.0304,0.323,0.0,0.0837,0.423,130.034,548.0,135.0
164,44,0.704,0.329,0,-15.407,0.0636,0.4,0.828,0.124,0.597,84.002,229.0,57.0
302,0,0.811,0.911,0,-9.267,0.0821,9.67e-05,0.819,0.0679,0.823,124.206,624.0,156.0
437,47,0.651,0.744,7,-7.441,0.0314,0.0167,0.621,0.115,0.0372,119.995,865.0,216.0
87,11,0.287,0.766,5,-4.926,0.0541,0.598,0.0,0.202,0.265,81.879,111.0,27.0
311,26,0.514,0.969,7,-2.455,0.075,0.000119,0.0691,0.0194,0.07,174.009,896.0,224.0
218,11,0.442,0.804,11,-9.555,0.0806,0.0115,0.854,0.162,0.589,150.144,535.0,132.0
244,18,0.846,0.903,2,-7.245,0.0418,0.00141,0.788,0.0786,0.925,126.005,511.0,126.0
289,44,0.445,0.757,6,-6.186,0.0465,0.000447,0.694,0.108,0.147,120.952,568.0,142.0
219,18,0.598,0.884,2,-1.108,0.127,0.00029,0.00136,0.325,0.17,105.009,375.0,94.0
252,16,0.544,0.954,11,-3.296,0.0327,1.31e-05,0.593,0.103,0.319,140.016,587.0,144.0
263,30,0.7,0.651,8,-9.026,0.0881,0.393,0.0152,0.0762,0.168,90.009,390.0,97.0
214,6,0.421,0.876,9,-6.739,0.0471,0.000263,0.414,0.315,0.32,125.597,447.0,149.0
146,0,0.503,0.851,7,-8.064,0.0328,0.593,0.969,0.163,0.788,95.664,228.0,57.0
95,41,0.766,0.659,3,-11.221,0.0943,0.954,0.925,0.386,0.626,81.988,123.0,30.0
171,47,0.661,0.73,6,-9.332,0.0765,0.175,7.91e-05,0.106,0.853,98.817,275.0,70.0
387,18,0.693,0.74,1,-12.793,0.105,0.413,0.782,0.396,0.0712,156.109,1006.0,252.0
123,22,0.777,0.651,3,-6.327,0.0423,0.359,0.0,0.224,0.902,125.999,251.0,61.0
152,43,0.718,0.875,5,-6.558,0.0419,0.572,0.0,0.0622,0.94,171.983,437.0,109.0
244,5,0.327,0.758,2,-6.774,0.0478,0.00122,0.752,0.0667,0.296,165.912,610.0,150.0
250,25,0.326,0.533,9,-5.576,0.0413,0.282,0.0,0.251,0.372,98.473,502.0,166.0
270,2,0.772,0.289,0,-8.394,0.0451,0.474,0.89,0.114,0.526,77.133,347.0,86.0
138,15,0.818,0.572,0,-5.376,0.143,0.0164,0.0,0.296,0.414,136.018,312.0,77.0
261,23,0.309,0.959,8,-3.551,0.0621,0.000127,0.0202,0.074,0.256,184.129,785.0,197.0
342,48,0.639,0.373,1,-11.386,0.0334,0.847,0.0225,0.0938,0.404,125.96,695.0,174.0
201,26,0.691,0.495,2,-6.595,0.0293,0.839,1.59e-05,0.198,0.611,119.859,394.0,99.0
346,6,0.808,0.658,1,-10.857,0.105,0.0234,0.0257,0.0361,0.781,120.958,693.0,174.0
269,61,0.586,0.833,9,-3.046,0.069,0.469,0.0,0.312,0.593,87.892,390.0,97.0
268,0,0.547,0.497,7,-7.959,0.025,0.396,0.0,0.0816,0.223,79.968,351.0,86.0
372,29,0.8,0.545,7,-11.732,0.045,0.0952,0.747,0.11,0.237,124.982,768.0,193.0
142,0,0.708,0.895,1,-5.795,0.044,9.54e-05,0.896,0.106,0.372,164.992,383.0,95.0
296,15,0.5,0.907,6,-4.805,0.0301,0.000335,0.864,0.247,0.483,133.045,643.0,159.0
210,45,0.727,0.804,6,-2.495,0.044,0.0811,0.0,0.134,0.96,185.928,651.0,162.0
287,44,0.609,0.794,11,-7.096,0.0294,0.177,0.0689,0.0521,0.682,138.096,651.0,161.0
212,25,0.481,0.974,10,-5.55,0.163,0.000177,4.18e-05,0.364,0.317,140.99,487.0,122.0
353,49,0.578,0.635,2,-5.335,0.0278,0.661,0.0,0.138,0.343,137.98,806.0,202.0
345,7,0.783,0.61,7,-11.324,0.0506,0.00265,0.2,0.046,0.512,120.015,682.0,169.0
237,56,0.363,0.233,7,-11.531,0.0499,0.901,4.79e-06,0.109,0.341,77.378,305.0,75.0
335,26,0.714,0.418,2,-14.844,0.0482,0.0316,0.818,0.131,0.0393,123.009,675.0,170.0
192,52,0.686,0.861,0,-8.613,0.0586,0.00939,2.1e-05,0.135,0.978,154.994,492.0,125.0
275,49,0.534,0.58,4,-5.311,0.0265,0.658,0.0,0.136,0.347,142.081,643.0,161.0
248,19,0.508,0.986,1,-6.079,0.0689,0.00415,0.858,0.0929,0.237,170.077,682.0,170.0
279,42,0.544,0.309,0,-8.7,0.0349,0.936,0.0,0.115,0.376,134.277,607.0,153.0
299,46,0.739,0.898,8,-4.835,0.0691,0.184,0.0586,0.215,0.365,131.986,650.0,164.0
271,0,0.532,0.868,8,-4.761,0.0351,0.00439,0.0393,0.0931,0.739,116.004,516.0,128.0
80,41,0.892,0.846,4,-5.128,0.0328,0.202,1.35e-06,0.199,0.966,100.022,128.0,31.0
391,8,0.163,0.322,9,-16.863,0.0537,0.115,0.935,0.0594,0.0591,88.513,571.0,144.0
174,29,0.694,0.82,4,-7.885,0.048,0.113,0.897,0.147,0.588,99.922,283.0,70.0
159,21,0.444,0.77,9,-7.947,0.0317,0.368,0.536,0.158,0.973,150.138,380.0,95.0
428,0,0.702,0.775,5,-10.667,0.0525,0.00112,0.918,0.0986,0.209,130.008,927.0,232.0
323,6,0.309,0.937,3,-7.596,0.0742,6.55e-06,0.914,0.464,0.0387,110.095,593.0,150.0
195,0,0.614,0.894,1,-5.627,0.0328,0.00014,0.000308,0.263,0.444,122.951,395.0,98.0
211,9,0.776,0.895,2,-7.072,0.0709,0.0386,0.546,0.113,0.133,116.978,406.0,101.0
229,0,0.579,0.399,1,-7.989,0.0259,0.418,0.00499,0.11,0.273,97.978,368.0,91.0
377,48,0.767,0.688,6,-9.108,0.0496,0.00177,0.875,0.0644,0.036,124.002,769.0,192.0
167,41,0.642,0.823,7,-4.57,0.0323,0.429,1.07e-06,0.281,0.961,152.016,421.0,106.0
235,25,0.641,0.343,8,-9.06,0.0527,0.692,0.88,0.114,0.345,148.2,577.0,144.0
309,17,0.737,0.633,1,-12.916,0.11,0.0742,0.896,0.516,0.341,174.076,888.0,223.0
257,31,0.76,0.826,6,-7.248,0.0395,0.284,0.000723,0.0664,0.935,147.758,628.0,156.0
119,23,0.592,0.451,7,-6.854,0.08,0.428,0.835,0.0987,0.204,176.191,350.0,87.0
210,11,0.65,0.992,8,-0.882,0.0804,0.03,1.13e-05,0.501,0.373,95.018,330.0,84.0
238,23,0.458,0.984,7,-4.721,0.155,0.0028,0.0253,0.0428,0.307,144.996,560.0,139.0
185,38,0.707,0.957,9,-1.702,0.0518,0.517,4.57e-05,0.076,0.868,156.044,460.0,116.0
158,39,0.68,0.206,8,-10.361,0.0671,0.582,0.519,0.0957,0.168,70.094,180.0,44.0
274,21,0.478,0.902,6,-6.734,0.0447,1.41e-05,0.878,0.303,0.224,134.98,606.0,151.0
109,49,0.925,0.786,0,-4.835,0.0396,0.0612,4.26e-06,0.0925,0.96,128.033,232.0,57.0
394,13,0.818,0.675,1,-9.087,0.0687,0.000512,0.804,0.091,0.845,123.687,805.0,200.0
204,30,0.604,0.858,8,-6.463,0.0647,0.0156,2.98e-05,0.306,0.695,129.978,423.0,104.0
157,33,0.663,0.715,1,-12.426,0.123,0.0971,0.945,0.189,0.448,184.014,466.0,117.0
204,2,0.379,0.932,7,-6.91,0.0516,0.000211,2.62e-06,0.162,0.192,180.056,594.0,148.0
247,19,0.642,0.329,2,-9.977,0.0262,0.703,0.00282,0.103,0.45,101.993,414.0,103.0
252,42,0.335,0.298,8,-12.329,0.0328,0.859,0.00183,0.109,0.105,126.957,434.0,109.0
334,0,0.6,0.947,10,-8.169,0.0596,0.000272,0.681,0.137,0.278,145.008,799.0,200.0
304,39,0.442,0.458,5,-7.875,0.0259,0.0979,0.0,0.187,0.139,153.991,776.0,195.0
222,65,0.67,0.839,0,-4.023,0.036,0.0607,0.000764,0.159,0.726,105.002,385.0,95.0
336,22,0.53,0.992,5,-4.755,0.0566,0.000437,0.395,0.341,0.578,141.995,791.0,199.0
216,28,0.772,0.767,4,-5.515,0.0341,0.0221,0.0,0.105,0.787,144.984,519.0,130.0
325,50,0.708,0.809,10,-4.129,0.0611,0.178,1.62e-06,0.368,0.625,134.053,719.0,180.0
215,28,0.506,0.503,9,-10.014,0.0292,0.533,0.0181,0.109,0.299,71.99,250.0,62.0
269,52,0.755,0.694,5,-7.908,0.0306,0.338,0.0,0.0991,0.427,126.122,552.0,138.0
202,21,0.527,0.452,5,-10.575,0.0318,0.206,9.86e-06,0.149,0.404,104.931,346.0,85.0
299,39,0.699,0.339,6,-13.51,0.0323,0.601,0.368,0.0932,0.439,104.993,517.0,130.0
199,45,0.521,0.923,0,-3.66,0.118,0.133,2.39e-05,0.178,0.336,149.951,468.0,117.0
339,12,0.331,0.838,5,-7.88,0.0557,1.71e-06,0.768,0.093,0.25,119.829,643.0,213.0
242,54,0.717,0.829,10,-5.432,0.0367,0.00261,0.0147,0.106,0.729,144.04,577.0,144.0
166,16,0.57,0.975,1,-2.617,0.0617,0.0404,0.0,0.162,0.908,137.948,367.0,122.0
284,52,0.487,0.414,10,-8.779,0.0279,0.509,0.0,0.117,0.352,76.953,361.0,90.0
433,21,0.464,0.683,10,-12.301,0.0415,0.165,0.591,0.232,0.833,105.437,753.0,188.0
236,0,0.336,0.783,9,-4.793,0.0434,0.000539,3.27e-06,0.468,0.49,170.169,665.0,167.0
180,42,0.723,0.793,4,-1.727,0.0305,0.609,0.0,0.0984,0.478,126.925,378.0,95.0
238,47,0.63,0.538,6,-7.059,0.0318,0.0871,0.0,0.0952,0.238,98.012,384.0,96.0
168,21,0.625,0.905,0,-5.318,0.0629,0.0114,0.0,0.324,0.69,148.119,410.0,102.0
302,47,0.766,0.776,2,-5.381,0.0291,0.184,0.0,0.113,0.576,132.098,643.0,160.0
230,39,0.565,0.208,10,-12.778,0.0323,0.823,5.14e-06,0.109,0.449,148.024,554.0,138.0
201,26,0.571,0.316,7,-9.215,0.0274,0.641,3.54e-06,0.153,0.512,92.115,300.0,74.0
224,74,0.706,0.842,0,-4.628,0.038,0.0476,0.0,0.134,0.818,104.958,385.0,96.0
305,19,0.507,0.629,9,-6.716,0.0261,0.711,0.0221,0.202,0.437,101.584,503.0,127.0
271,12,0.532,0.948,7,-4.693,0.0955,0.00533,0.0,0.148,0.187,175.949,774.0,193.0
309,23,0.422,0.847,7,-5.601,0.0565,0.0029,0.174,0.102,0.268,113.363,533.0,135.0
35,20,0.555,0.305,7,-13.117,0.0305,0.911,0.0,0.192,0.839,90.973,54.0,17.0
321,83,0.75,0.522,9,-7.018,0.0293,0.282,0.0,0.0743,0.601,110.427,584.0,145.0
216,23,0.704,0.947,8,-3.151,0.0449,0.25,0.0,0.0939,0.88,124.941,441.0,111.0
210,27,0.578,0.959,11,-3.051,0.0533,0.00128,0.0001,0.0915,0.503,101.458,351.0,87.0
65,53,0.561,0.271,3,-14.363,0.0485,0.867,0.000115,0.114,0.152,120.787,118.0,29.0
245,17,0.654,0.924,6,-4.892,0.174,0.0738,0.0,0.329,0.595,136.021,548.0,136.0
423,31,0.925,0.355,0,-11.38,0.0527,0.00209,0.834,0.102,0.11,120.013,847.0,212.0
250,42,0.565,0.769,7,-7.895,0.0631,0.201,0.0,0.158,0.606,163.945,672.0,169.0
289,11,0.415,0.929,1,-5.533,0.0951,3.54e-06,0.909,0.218,0.311,120.024,578.0,145.0
226,2,0.602,0.936,7,-6.473,0.0397,0.0218,0.356,0.321,0.893,142.036,530.0,131.0
214,0,0.205,0.95,10,-8.498,0.131,1.93e-05,0.805,0.212,0.313,184.498,643.0,160.0
371,46,0.619,0.669,5,-5.745,0.0369,0.625,3.58e-06,0.157,0.335,133.948,822.0,206.0
160,0,0.447,0.826,10,-6.556,0.0504,0.0226,0.876,0.232,0.685,105.475,285.0,72.0
53,19,0.467,0.185,6,-17.553,0.0551,0.963,0.924,0.103,0.51,148.721,119.0,39.0
312,44,0.652,0.57,5,-9.013,0.0259,0.638,0.00815,0.154,0.78,92.978,484.0,120.0
164,0,0.641,0.48,4,-9.168,0.0308,0.569,0.0,0.175,0.54,109.431,291.0,72.0
181,37,0.422,0.117,11,-13.659,0.0315,0.901,0.0,0.0546,0.231,77.202,225.0,56.0
189,50,0.714,0.666,11,-7.944,0.0434,0.00451,0.0001,0.42,0.619,114.95,358.0,89.0
246,78,0.584,0.408,1,-7.356,0.0461,0.476,0.0,0.18,0.333,115.129,463.0,116.0
271,18,0.423,0.978,10,-4.076,0.131,0.00165,7.22e-05,0.301,0.0413,120.009,529.0,132.0
213,53,0.62,0.111,6,-14.142,0.0355,0.896,0.00135,0.113,0.477,127.96,434.0,109.0
268,11,0.435,0.874,2,-4.197,0.043,0.00191,0.0147,0.139,0.373,142.154,604.0,152.0
124,47,0.497,0.287,9,-13.128,0.0331,0.641,0.899,0.117,0.205,84.935,174.0,43.0
287,0,0.344,0.427,7,-14.244,0.0768,0.73,0.908,0.0893,0.129,162.969,780.0,195.0
298,11,0.459,0.938,1,-4.405,0.0575,1.68e-05,0.793,0.131,0.248,95.02,465.0,116.0
195,20,0.456,0.706,4,-6.391,0.119,0.0629,0.0,0.33,0.504,100.049,351.0,86.0
272,52,0.751,0.562,2,-7.143,0.0294,0.312,0.0,0.0928,0.666,90.987,406.0,100.0
252,20,0.51,0.935,7,-5.25,0.0724,0.00416,3.08e-05,0.145,0.182,172.015,723.0,182.0
334,38,0.507,0.0859,0,-14.291,0.0342,0.933,1.14e-06,0.121,0.282,130.388,705.0,175.0
209,0,0.813,0.828,11,-10.84,0.0488,0.261,0.896,0.101,0.571,130.271,447.0,112.0
197,56,0.7,0.699,10,-4.193,0.0531,0.45,0.0,0.103,0.567,100.037,323.0,82.0
239,20,0.456,0.984,8,-1.799,0.0888,0.171,0.0,0.0916,0.597,80.002,314.0,78.0
200,1,0.501,0.989,2,-1.62,0.11,0.000715,2.81e-06,0.2,0.113,90.019,294.0,73.0
340,7,0.788,0.841,7,-7.559,0.0697,0.0126,0.509,0.0537,0.618,124.008,704.0,178.0
346,47,0.433,0.402,10,-8.749,0.0328,0.482,1.17e-05,0.11,0.108,160.013,915.0,231.0
215,27,0.592,0.674,5,-3.906,0.0255,0.485,0.0,0.366,0.524,95.993,341.0,85.0
284,25,0.568,0.908,10,-12.43,0.0546,0.00236,0.31,0.0675,0.814,115.586,543.0,135.0
255,28,0.464,0.455,9,-8.732,0.0337,0.334,0.0,0.31,0.131,124.154,519.0,130.0
149,50,0.666,0.968,4,-2.076,0.059,0.446,0.0,0.0625,0.96,164.007,401.0,99.0
202,62,0.495,0.461,2,-8.158,0.0496,0.249,0.0,0.126,0.25,113.029,408.0,101.0
236,20,0.587,0.874,1,-4.536,0.0367,0.363,4.67e-05,0.226,0.904,156.971,605.0,152.0
218,21,0.745,0.82,7,-7.176,0.0449,0.0177,0.607,0.104,0.962,93.978,333.0,83.0
160,26,0.719,0.753,10,-8.516,0.0565,0.0198,0.00128,0.125,0.777,171.999,453.0,112.0
212,52,0.58,0.636,2,-6.649,0.0262,0.191,0.0313,0.0915,0.38,105.037,359.0,120.0
207,30,0.751,0.839,2,-7.551,0.049,0.523,0.0,0.24,0.73,91.084,302.0,75.0
259,46,0.502,0.466,8,-9.109,0.0518,0.553,1.09e-06,0.135,0.427,156.388,677.0,171.0
226,38,0.681,0.762,7,-4.682,0.0506,0.571,0.000117,0.0583,0.862,152.038,556.0,138.0
146,64,0.486,0.963,0,-5.586,0.129,0.248,2.39e-06,0.158,0.533,113.133,276.0,68.0
339,66,0.467,0.791,2,-4.678,0.0948,0.168,0.0,0.253,0.695,83.354,463.0,118.0
223,64,0.598,0.853,2,-4.559,0.0506,0.269,0.0,0.112,0.66,102.473,371.0,93.0
231,41,0.614,0.839,9,-6.931,0.0412,0.0027,0.000107,0.0942,0.5,149.995,567.0,141.0
160,60,0.504,0.754,8,-5.182,0.0424,0.139,0.0,0.126,0.583,82.009,217.0,55.0
281,14,0.753,0.864,10,-9.087,0.0475,0.000466,0.947,0.171,0.781,121.975,569.0,142.0
204,41,0.736,0.495,2,-9.999,0.0774,0.653,3.5e-05,0.12,0.437,75.015,254.0,63.0
386,20,0.23,0.932,9,-3.975,0.058,4.51e-05,4.53e-05,0.482,0.295,132.571,819.0,205.0
213,5,0.631,0.512,11,-7.505,0.075,0.58,1.04e-05,0.136,0.408,107.767,382.0,96.0
192,14,0.809,0.788,10,-5.127,0.0457,0.354,0.0905,0.181,0.465,126.056,401.0,99.0
139,9,0.597,0.532,9,-8.575,0.0942,0.277,0.885,0.126,0.721,114.214,262.0,65.0
208,28,0.66,0.783,0,-7.43,0.0328,0.191,5.85e-05,0.0993,0.658,102.869,350.0,87.0
369,14,0.595,0.655,8,-9.515,0.0403,0.0048,0.123,0.11,0.0939,128.01,777.0,196.0
